Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,company
Toyota Fortuner 3.0,Hyderabad,2010,100000,Diesel,Manual,First,11.5,2982,7,13,Toyota
Maruti Ertiga ZXI,Mumbai,2014,13361,Petrol,Manual,First,16.02,1373,7,6.8,Maruti
BMW 3 Series,Coimbatore,2010,48394,Petrol,Automatic,First,12.05,1995,5,10.49,BMW
Maruti Ertiga VXI,Jaipur,2014,47399,Petrol,Manual,First,16.02,1373,7,5.6,Maruti
Honda City 1.5,Mumbai,2010,69000,Petrol,Automatic,Second,16.8,1497,5,2.85,Honda
Hyundai Santa Fe,Coimbatore,2013,65278,Diesel,Manual,First,14.66,2199,7,8.36,Hyundai
Tata Indigo LS,Jaipur,2005,108000,Diesel,Manual,First,17,1405,5,1,Tata
Mercedes-Benz E-Class 2009-2013,Kolkata,2010,50645,Petrol,Automatic,Second,10.93,2497,5,10.75,Mercedes-Benz
Maruti Swift Dzire,Hyderabad,2011,130002,Diesel,Manual,First,19.3,1248,5,3.85,Maruti
Ford Fiesta Classic,Hyderabad,2012,107000,Diesel,Manual,First,17.8,1399,5,3,Ford
Honda City i,Coimbatore,2015,41950,Petrol,Automatic,First,18,1497,5,9.6,Honda
Toyota Fortuner 4x2,Delhi,2012,109000,Diesel,Manual,First,13,2982,7,13.25,Toyota
Honda Amaze VX,Mumbai,2016,9000,Petrol,Manual,First,18,1198,5,5.75,Honda
Hyundai i20 Asta,Delhi,2014,43900,Diesel,Manual,First,22.54,1396,5,6.75,Hyundai
Chevrolet Enjoy TCDi,Bangalore,2013,64000,Diesel,Manual,Second,18.2,1248,7,4.85,Chevrolet
Mercedes-Benz New C-Class,Kochi,2019,13190,Petrol,Automatic,First,0,1950,5,38.99,Mercedes-Benz
Maruti SX4 ZXI,Mumbai,2009,77652,Petrol,Automatic,First,12.6,1586,5,2.85,Maruti
Toyota Innova 2.5,Mumbai,2012,55000,Diesel,Manual,First,12.99,2494,7,9.51,Toyota
BMW 5 Series,Ahmedabad,2012,59900,Diesel,Automatic,Second,18.48,1995,5,18.5,BMW
Renault Duster 110PS,Delhi,2015,73539,Diesel,Manual,First,19.01,1461,5,6.75,Renault
BMW X1 sDrive,Coimbatore,2017,31645,Diesel,Automatic,First,20.68,1995,5,29.4,BMW
Honda City ZX,Kochi,2009,69690,Petrol,Manual,First,17.7,1497,5,3.29,Honda
Maruti Ciaz RS,Delhi,2016,41000,Diesel,Manual,First,28.09,1248,5,9.5,Maruti
Maruti Swift Dzire,Pune,2010,109200,Petrol,Manual,Second,17.5,1298,5,2.2,Maruti
Mahindra XUV500 W6,Pune,2012,80000,Diesel,Manual,First,15.1,2179,7,6.5,Mahindra
Honda Civic 2006-2010,Ahmedabad,2007,51000,Petrol,Manual,First,13.5,1799,5,4.9,Honda
Maruti Ertiga ZDI,Pune,2013,105000,Diesel,Manual,Second,25.47,1248,7,6.75,Maruti
Toyota Etios Liva,Chennai,2013,179000,Diesel,Manual,First,23.59,1364,5,3.8,Toyota
Audi TT 2.0,Delhi,2013,12100,Petrol,Automatic,First,9.9,1984,2,29.5,Audi
Skoda Rapid 1.5,Hyderabad,2017,31000,Diesel,Manual,First,21.13,1498,5,10.5,Skoda
Volkswagen Polo 1.5,Hyderabad,2015,50000,Diesel,Manual,First,20.14,1498,5,6.2,Volkswagen
Skoda Laura 1.9,Jaipur,2009,48000,Diesel,Automatic,First,17,1896,5,5,Skoda
Mahindra Renault Logan,Chennai,2007,35000,Diesel,Manual,First,19.2,1461,5,2.3,Mahindra
Toyota Innova Crysta,Ahmedabad,2016,100200,Diesel,Automatic,First,11.36,2755,7,17,Toyota
BMW 3 Series,Bangalore,2014,47000,Diesel,Automatic,First,18.88,1995,5,25.5,BMW
Honda Jazz 1.5,Jaipur,2015,63642,Diesel,Manual,First,27.3,1498,5,5.65,Honda
Honda Amaze VX,Kochi,2015,62550,Diesel,Manual,First,25.8,1498,5,5.6,Honda
Jaguar XF 2.2,Kochi,2015,37340,Diesel,Automatic,First,16.36,2179,5,29.98,Jaguar
Maruti Swift Dzire,Coimbatore,2016,38461,Diesel,Manual,First,26.59,1248,5,7.39,Maruti
Jeep Compass 2.0,Jaipur,2018,29000,Diesel,Manual,First,17.1,1956,5,19,Jeep
Toyota Corolla Altis,Pune,2010,31000,Petrol,Manual,First,12.5,1794,5,5,Toyota
Honda City 1.5,Kolkata,2011,42086,Petrol,Manual,First,17,1497,5,3.35,Honda
Maruti Swift ZXI,Chennai,2013,49000,Petrol,Manual,First,18.6,1197,5,4.45,Maruti
Hyundai Verna 1.6,Coimbatore,2019,77240,Diesel,Automatic,First,22.32,1582,5,8.31,Hyundai
Mahindra Bolero ZLX,Jaipur,2012,105000,Diesel,Manual,Second,15.96,2523,7,6,Mahindra
Maruti Swift VDI,Chennai,2014,35000,Diesel,Manual,First,22.9,1248,5,5.25,Maruti
Hyundai Santro Xing,Chennai,2006,83072,Petrol,Manual,First,17,1086,5,1.4,Hyundai
Audi A6 2011-2015,Hyderabad,2012,202082,Diesel,Automatic,First,17.68,1968,5,12.3,Audi
Ford Ikon 1.3,Chennai,2004,129000,Petrol,Manual,Third,13.8,1299,5,1.5,Ford
Volkswagen Polo 1.5,Coimbatore,2018,33558,Diesel,Manual,First,20.14,1498,5,8.12,Volkswagen
Mahindra Bolero VLX,Coimbatore,2012,60271,Diesel,Manual,First,13.6,2523,7,6.12,Mahindra
Honda City i,Coimbatore,2017,45366,Diesel,Manual,First,25.1,1498,5,10.88,Honda
Chevrolet Sail Hatchback,Kolkata,2014,9500,Petrol,Manual,First,18.2,1199,5,3.5,Chevrolet
Hyundai i20 1.2,Kochi,2016,42362,Petrol,Manual,First,18.6,1197,5,6.15,Hyundai
BMW X1 sDrive,Chennai,2016,21000,Diesel,Automatic,First,17.05,1995,5,33,BMW
BMW X1 sDrive,Mumbai,2012,15200,Diesel,Automatic,First,15.06,1995,5,13.5,BMW
Toyota Fortuner 4x2,Mumbai,2015,43690,Diesel,Automatic,First,12.55,2982,7,17.11,Toyota
Audi Q7 4.2,Kochi,2014,79926,Diesel,Automatic,First,11.33,4134,7,29.77,Audi
Maruti Ertiga VDI,Kolkata,2013,53073,Diesel,Manual,First,20.77,1248,7,5.95,Maruti
Hyundai i20 1.2,Bangalore,2015,59000,Petrol,Manual,First,18.5,1197,5,5.75,Hyundai
Mercedes-Benz S Class,Bangalore,2006,47088,Petrol,Automatic,Second,10.13,3498,5,19,Mercedes-Benz
Renault Duster 85PS,Ahmedabad,2014,55000,Diesel,Manual,First,20.45,1461,5,4.75,Renault
Mahindra Quanto C2,Hyderabad,2013,80430,Diesel,Manual,Second,17.21,1493,7,3.3,Mahindra
Toyota Fortuner 4x2,Delhi,2013,71932,Diesel,Automatic,First,12.55,2982,7,16.5,Toyota
BMW X5 2014-2019,Mumbai,2014,19000,Diesel,Automatic,First,15.97,2993,7,44,BMW
Maruti Swift Dzire,Hyderabad,2011,81759,Diesel,Manual,First,19.3,1248,5,4.39,Maruti
Maruti Swift LDI,Kochi,2018,52010,Diesel,Manual,First,25.2,1248,5,6.2,Maruti
Audi A6 2011-2015,Kochi,2016,58953,Petrol,Automatic,First,13.53,1984,5,24.22,Audi
Mitsubishi Pajero 2.8,Mumbai,2008,93000,Diesel,Manual,Third,10.5,2835,6,5.45,Mitsubishi
Jaguar XF 2.2,Delhi,2016,10000,Diesel,Automatic,First,16.36,2179,5,44,Jaguar
Toyota Innova Crysta,Coimbatore,2019,40674,Diesel,Automatic,First,11.36,2755,7,24.82,Toyota
Skoda Octavia Ambition,Mumbai,2015,50000,Diesel,Automatic,First,19.3,1968,5,11.69,Skoda
Toyota Corolla Altis,Bangalore,2018,1331,Petrol,Automatic,First,14.28,1798,5,20,Toyota
Maruti Omni 8,Pune,2010,60000,Petrol,Manual,First,19.7,796,8,1.45,Maruti
Mercedes-Benz GLC 220d,Mumbai,2018,10003,Diesel,Automatic,First,17.9,2143,5,48.5,Mercedes-Benz
Volkswagen Vento 1.5,Mumbai,2016,25000,Diesel,Automatic,First,21.5,1498,5,9.45,Volkswagen
Mahindra XUV500 W10,Ahmedabad,2015,73000,Diesel,Manual,First,16,2179,7,12.5,Mahindra
Nissan Terrano XL,Hyderabad,2014,59962,Diesel,Manual,First,20.45,1461,5,6.9,Nissan
Hyundai Verna 1.6,Jaipur,2012,72000,Diesel,Manual,Second,22.32,1582,5,5.8,Hyundai
BMW 5 Series,Coimbatore,2016,20967,Diesel,Automatic,First,14.69,2993,5,44.56,BMW
Mahindra Scorpio S4,Bangalore,2015,35000,Diesel,Manual,Second,15.4,2179,7,8.5,Mahindra
Hyundai Verna 1.6,Coimbatore,2017,38056,Diesel,Manual,First,23.9,1582,5,10.7,Hyundai
Audi Q7 3.0,Pune,2009,94000,Diesel,Automatic,Second,12.07,2967,7,12,Audi
Chevrolet Aveo U-VA,Coimbatore,2010,64236,Petrol,Manual,First,14.7,1150,5,2.44,Chevrolet
Mahindra Bolero ZLX,Kolkata,2000,124000,Diesel,Manual,First,13.6,2523,7,1.95,Mahindra
Hyundai Xcent 1.2,Mumbai,2014,7400,Petrol,Manual,First,19.1,1197,5,4.35,Hyundai
Toyota Innova Crysta,Hyderabad,2017,52000,Diesel,Manual,First,13.68,2393,8,17.5,Toyota
Hyundai EON Era,Hyderabad,2015,68764,Petrol,Manual,First,21.1,814,5,2.9,Hyundai
Volkswagen Polo Diesel,Delhi,2013,64000,Diesel,Manual,First,22.07,1199,5,2.9,Volkswagen
Maruti Vitara Brezza,Pune,2016,21558,Diesel,Manual,First,24.3,1248,5,8.9,Maruti
BMW 3 Series,Mumbai,2013,37500,Diesel,Automatic,First,18.88,1995,5,16.75,BMW
Hyundai EON Sportz,Coimbatore,2016,14077,Petrol,Manual,First,21.1,814,5,3.95,Hyundai
Honda City 1.5,Mumbai,2009,70000,Petrol,Manual,First,17,1497,5,2.1,Honda
Honda Accord 2.4,Kochi,2011,54316,Petrol,Manual,Second,12.8,2354,5,4.29,Honda
Mahindra Xylo E8,Hyderabad,2009,90764,Diesel,Manual,First,14,2498,8,3.85,Mahindra
BMW 3 Series,Chennai,2009,137000,Diesel,Automatic,Second,13.2,1995,5,9,BMW
Honda City V,Pune,2013,127000,Petrol,Manual,Second,16.8,1497,5,4.5,Honda
Mahindra XUV500 W10,Kochi,2016,51884,Diesel,Manual,First,16,2179,7,12.46,Mahindra
Hyundai i20 Asta,Delhi,2014,67407,Diesel,Manual,First,21.27,1396,5,4.65,Hyundai
Toyota Fortuner 4x2,Hyderabad,2014,107825,Diesel,Manual,First,13,2982,7,20.5,Toyota
Mahindra Bolero DI,Chennai,2006,82453,Diesel,Manual,First,13.6,2523,8,2.9,Mahindra
Maruti Esteem Vxi,Chennai,2007,30441,Petrol,Manual,First,15.9,1298,5,1.45,Maruti
Hyundai Santro LS,Chennai,2002,70000,Petrol,Manual,Third,0,1086,5,0.65,Hyundai
Mini Cooper 5,Mumbai,2016,11000,Diesel,Automatic,First,20.7,1496,5,29.5,Mini
Audi Q3 35,Hyderabad,2015,61000,Diesel,Automatic,First,15.73,1968,5,25,Audi
Hyundai i20 Sportz,Delhi,2013,48454,Petrol,Manual,Second,17,1197,5,3.5,Hyundai
Tata Safari Storme,Jaipur,2017,37000,Diesel,Manual,First,14.1,2179,7,11.25,Tata
Honda BR-V i-DTEC,Kochi,2017,32249,Diesel,Manual,First,21.9,1498,7,10.79,Honda
Volkswagen Jetta 2013-2015,Kolkata,2013,58000,Diesel,Manual,First,19.33,1968,5,5.9,Volkswagen
Hyundai Xcent 1.2,Jaipur,2017,28360,Petrol,Manual,First,19.1,1197,5,5.12,Hyundai
Maruti Ignis 1.2,Mumbai,2017,7000,Petrol,Manual,First,20.89,1197,5,5.7,Maruti
BMW 5 Series,Coimbatore,2016,19658,Diesel,Automatic,First,18.12,1995,5,35.84,BMW
Ford Ikon 1.3,Hyderabad,2007,92000,Petrol,Manual,First,13.8,1299,5,1.25,Ford
Hyundai i10 Sportz,Kolkata,2013,25000,Petrol,Manual,First,20.36,1197,5,2.65,Hyundai
Hyundai Verna 1.6,Coimbatore,2016,37882,Diesel,Manual,First,22.32,1582,5,9.19,Hyundai
BMW 3 Series,Bangalore,2014,69330,Diesel,Automatic,First,16.07,1995,5,23.5,BMW
Mercedes-Benz E-Class 2009-2013,Delhi,2011,61000,Petrol,Automatic,First,12.3,1796,5,12.5,Mercedes-Benz
Chevrolet Beat Option,Kolkata,2010,35000,Petrol,Manual,Second,18.6,1199,5,1.5,Chevrolet
Hyundai Santro Xing,Jaipur,2004,200000,Petrol,Manual,First,0,1086,5,0.8,Hyundai
Tata Indica DLS,Jaipur,2009,82000,Diesel,Manual,Second,13.5,1405,5,0.75,Tata
Mahindra XUV500 W8,Delhi,2012,72450,Diesel,Manual,First,15.1,2179,7,8.1,Mahindra
Maruti Ciaz ZDi,Jaipur,2017,36381,Diesel,Manual,First,28.09,1248,5,9.75,Maruti
Mercedes-Benz New C-Class,Coimbatore,2017,25559,Diesel,Automatic,First,19.71,2143,5,37.93,Mercedes-Benz
Honda City ZX,Chennai,2005,100000,Petrol,Automatic,Third,16.4,1497,5,1.96,Honda
Toyota Fortuner 4x2,Jaipur,2015,94000,Diesel,Automatic,First,11.5,2982,7,20.5,Toyota
Maruti Alto K10,Bangalore,2011,64357,Petrol,Manual,First,24.07,998,5,2.75,Maruti
Jaguar XJ 2.0L,Mumbai,2017,10501,Petrol,Automatic,First,9.43,1999,5,75,Jaguar
Hyundai i20 1.4,Chennai,2009,47000,Diesel,Manual,First,21.9,1396,5,2.8,Hyundai
Honda BRV i-VTEC,Mumbai,2017,18000,Petrol,Automatic,First,16,1497,7,9.25,Honda
Toyota Corolla Executive,Chennai,2007,89000,Petrol,Manual,First,13.4,1794,5,3,Toyota
Audi A6 2011-2015,Coimbatore,2014,49964,Diesel,Automatic,First,17.68,1968,5,23.89,Audi
Toyota Innova 2.5,Mumbai,2014,35000,Diesel,Manual,First,12.99,2494,7,12.75,Toyota
Hyundai Grand i10,Jaipur,2014,64000,Diesel,Manual,First,24,1120,5,4.15,Hyundai
Volkswagen Vento IPL,Mumbai,2013,36000,Petrol,Automatic,First,14.8,1598,5,4.65,Volkswagen
Toyota Innova 2.5,Delhi,2012,78600,Diesel,Manual,First,12.8,2494,7,8.9,Toyota
Hyundai Verna CRDi,Jaipur,2008,170000,Diesel,Manual,Second,16.8,1493,5,1.5,Hyundai
Maruti Ritz VDi,Pune,2015,65000,Diesel,Manual,Second,23.2,1248,5,3.27,Maruti
Audi Q7 3.0,Pune,2008,120300,Diesel,Automatic,Second,12.07,2967,7,18,Audi
Hyundai i20 Asta,Pune,2016,21000,Petrol,Manual,First,18.6,1197,5,6.3,Hyundai
Maruti Vitara Brezza,Coimbatore,2017,18108,Diesel,Manual,First,24.3,1248,5,11.31,Maruti
Honda City i,Pune,2014,58407,Petrol,Manual,First,17.4,1497,5,6.16,Honda
Maruti Ciaz ZXi,Pune,2014,49500,Petrol,Manual,First,20.73,1373,5,6,Maruti
Nissan Sunny XV,Kochi,2013,37199,Petrol,Automatic,First,17.5,1498,5,5.43,Nissan
Volkswagen Polo Diesel,Hyderabad,2012,62000,Diesel,Manual,First,22.07,1199,5,4.65,Volkswagen
Maruti Ertiga ZDI,Hyderabad,2015,59000,Diesel,Manual,First,20.77,1248,7,7.5,Maruti
Maruti Swift Dzire,Jaipur,2015,60000,Diesel,Manual,First,26.59,1248,5,6.25,Maruti
Mercedes-Benz New C-Class,Bangalore,2007,39037,Diesel,Automatic,First,14.84,2143,5,9.25,Mercedes-Benz
Honda Brio S,Mumbai,2013,17003,Petrol,Manual,First,19.4,1198,5,3.15,Honda
Hyundai i10 Magna,Hyderabad,2008,80400,Petrol,Manual,First,16,1086,5,2.3,Hyundai
Hyundai Verna 1.6,Jaipur,2012,75200,Diesel,Manual,First,22.32,1582,5,5.25,Hyundai
Maruti Ciaz VDI,Kochi,2017,41217,Diesel,Manual,First,28.09,1248,5,7.4,Maruti
Ford Ikon 1.3,Pune,2006,98293,Petrol,Manual,Second,13.8,1299,5,1.55,Ford
Volkswagen Polo 1.2,Pune,2017,54000,Petrol,Manual,Second,16.2,1199,5,6,Volkswagen
Honda Jazz 1.2,Chennai,2016,17377,Petrol,Manual,First,18.7,1199,5,5.9,Honda
Honda Amaze EX,Bangalore,2013,33800,Diesel,Manual,Second,25.8,1498,5,4.7,Honda
Hyundai i20 Asta,Hyderabad,2015,86157,Diesel,Manual,First,22.54,1396,5,6.5,Hyundai
Maruti Ritz VDi,Hyderabad,2012,146824,Diesel,Manual,First,21.1,1248,5,3.55,Maruti
Honda City V,Chennai,2014,55000,Petrol,Manual,First,16.8,1497,5,7.1,Honda
Skoda Superb 1.8,Hyderabad,2010,53293,Petrol,Manual,First,13.14,1798,5,6,Skoda
Maruti Vitara Brezza,Pune,2017,38000,Diesel,Manual,First,24.3,1248,5,7.99,Maruti
Hyundai i20 Asta,Bangalore,2009,64000,Petrol,Manual,Second,17,1197,5,4.1,Hyundai
Maruti Alto K10,Hyderabad,2017,25058,Petrol,Automatic,First,24.07,998,5,3.95,Maruti
Hyundai EON Era,Kochi,2016,36700,Petrol,Manual,First,21.1,814,5,4.38,Hyundai
Hyundai i10 Sportz,Mumbai,2011,35000,Petrol,Manual,First,20.36,1197,5,2.75,Hyundai
Mercedes-Benz SLK-Class SLK,Coimbatore,2016,22732,Petrol,Automatic,First,18.1,3498,2,55.54,Mercedes-Benz
Audi A6 2.0,Hyderabad,2014,48000,Diesel,Automatic,First,18.53,1968,5,29,Audi
Ford EcoSport 1.5,Bangalore,2013,62084,Diesel,Manual,First,22.77,1498,5,6.6,Ford
Volkswagen Passat Highline,Kolkata,2012,39273,Diesel,Automatic,First,14.3,1968,5,6.99,Volkswagen
Toyota Innova Crysta,Bangalore,2017,64798,Diesel,Manual,First,13.68,2393,7,18.75,Toyota
Ford Figo Diesel,Jaipur,2010,100002,Diesel,Manual,Third,20,1399,5,1.28,Ford
Chevrolet Aveo 1.4,Pune,2006,78000,Petrol,Manual,Third,14.49,1399,5,1.2,Chevrolet
Maruti Ritz LXi,Coimbatore,2013,57717,Petrol,Manual,First,18.5,1197,5,4.31,Maruti
Land Rover Freelander,Chennai,2011,109000,Diesel,Automatic,First,12.39,2179,5,16.5,Land
Hyundai Grand i10,Coimbatore,2017,74515,Petrol,Manual,First,18.9,1197,5,5.64,Hyundai
Ford Endeavour 3.2,Coimbatore,2017,50484,Diesel,Automatic,First,10.91,3198,7,31.12,Ford
Audi Q5 2008-2012,Kochi,2013,13452,Diesel,Automatic,First,12.8,1968,5,25.46,Audi
Hyundai Verna 1.6,Kochi,2017,37688,Petrol,Manual,First,17.01,1591,5,7.88,Hyundai
Mercedes-Benz E-Class 2015-2017,Chennai,2017,34000,Diesel,Automatic,First,13,2143,5,36,Mercedes-Benz
Mercedes-Benz M-Class ML,Pune,2014,120000,Diesel,Automatic,First,0,2987,5,30,Mercedes-Benz
Maruti Swift Dzire,Pune,2008,64000,Petrol,Manual,Second,17.5,1298,5,2.85,Maruti
Honda City 1.3,Delhi,2011,100000,Petrol,Manual,First,13,1343,5,3.5,Honda
Renault Duster 85PS,Jaipur,2014,75000,Diesel,Manual,First,20.46,1461,5,7.5,Renault
Mercedes-Benz New C-Class,Hyderabad,2012,86000,Diesel,Automatic,First,14.84,2143,5,19,Mercedes-Benz
BMW X5 xDrive,Hyderabad,2015,69000,Diesel,Automatic,First,15.97,2993,5,54,BMW
Hyundai Xcent 1.2,Kochi,2015,41721,Petrol,Manual,First,19.1,1197,5,4.7,Hyundai
Maruti Dzire AMT,Hyderabad,2017,13000,Petrol,Automatic,First,22,1197,5,8.5,Maruti
BMW 3 Series,Kolkata,2013,38998,Diesel,Automatic,First,16.07,1995,4,17,BMW
Maruti Alto 800,Kochi,2017,54250,Petrol,Manual,First,22.74,796,5,3.51,Maruti
Audi A4 2.0,Bangalore,2013,45979,Diesel,Automatic,Second,17.11,1968,5,19.5,Audi
Mini Cooper S,Pune,2012,37000,Petrol,Automatic,Second,13.6,1598,4,17,Mini
Audi Q7 3.0,Coimbatore,2015,46983,Diesel,Automatic,Second,12.07,2967,7,43.35,Audi
Chevrolet Beat Diesel,Bangalore,2012,40700,Diesel,Manual,First,25.44,936,5,2.65,Chevrolet
Maruti Wagon R,Kochi,2015,43828,Petrol,Manual,First,20.51,998,5,3.52,Maruti
Nissan Terrano XV,Kolkata,2016,53000,Diesel,Manual,First,19.01,1461,5,6.25,Nissan
BMW 3 Series,Ahmedabad,2015,100000,Diesel,Automatic,First,18.88,1995,5,24.75,BMW
Maruti Swift Dzire,Mumbai,2015,19000,Petrol,Manual,First,20.85,1197,5,5.25,Maruti
Skoda Yeti Elegance,Jaipur,2016,84000,Diesel,Manual,First,17.72,1968,5,11,Skoda
Ford EcoSport 1.5,Kochi,2018,37630,Petrol,Automatic,First,15.63,1499,5,9.1,Ford
Hyundai i20 1.2,Chennai,2010,67714,Petrol,Manual,First,18.5,1197,5,3.25,Hyundai
Maruti S Cross,Pune,2017,32000,Diesel,Manual,First,15,1248,5,8.5,Maruti
Hyundai Verna Transform,Pune,2010,51000,Petrol,Manual,First,16.2,1599,5,3.1,Hyundai
BMW 3 Series,Kochi,2015,58390,Diesel,Automatic,First,18.88,1995,5,19.86,BMW
Hyundai Grand i10,Kolkata,2017,14000,Diesel,Manual,First,24,1186,5,4.9,Hyundai
Honda City i-VTEC,Delhi,2014,55818,Petrol,Manual,Second,17.4,1497,5,5.7,Honda
Maruti Swift VDI,Kolkata,2012,52241,Diesel,Manual,First,25.2,1248,5,2.9,Maruti
Maruti Baleno Zeta,Coimbatore,2018,25433,Diesel,Manual,First,27.39,1248,5,7.83,Maruti
Tata Safari Storme,Kochi,2015,40611,Diesel,Manual,First,14,2179,7,8.15,Tata
Hyundai Accent GLS,Bangalore,2008,72000,Petrol,Manual,Second,13.2,1495,5,2,Hyundai
Maruti Swift LDI,Hyderabad,2016,54631,Diesel,Manual,First,25.2,1248,5,6.25,Maruti
Maruti Swift VDI,Bangalore,2007,60000,Diesel,Manual,Second,17.8,1248,5,3.4,Maruti
Tata Nano XTA,Coimbatore,2016,24941,Petrol,Automatic,First,21.9,624,4,3.19,Tata
Maruti Ertiga VDI,Ahmedabad,2017,63939,Diesel,Manual,First,25.47,1248,7,7.75,Maruti
Maruti Celerio VXI,Delhi,2014,35214,Petrol,Automatic,Second,23.1,998,5,3.2,Maruti
Maruti Swift VDI,Delhi,2015,63000,Diesel,Manual,First,25.2,1248,5,4.9,Maruti
Volkswagen Vento Petrol,Kochi,2012,121377,Petrol,Manual,First,15.04,1598,5,3.8,Volkswagen
Volkswagen Jetta 2007-2011,Chennai,2009,100970,Diesel,Automatic,First,15.5,1896,5,4,Volkswagen
Mini Cooper 5,Hyderabad,2014,60000,Diesel,Automatic,Second,20.7,1496,5,23.5,Mini
Tata Indica V2,Chennai,2008,77650,Diesel,Manual,First,17.2,1396,5,1.15,Tata
Hyundai Santro Xing,Hyderabad,2007,71297,Petrol,Manual,First,17,1086,5,2.2,Hyundai
Honda City i-VTEC,Bangalore,2015,18955,Petrol,Automatic,First,18,1497,5,10.65,Honda
Jaguar XF 2.2,Coimbatore,2016,47877,Diesel,Automatic,First,16.36,2179,5,35.68,Jaguar
Mercedes-Benz E-Class 2015-2017,Kochi,2017,43368,Diesel,Automatic,First,15,2143,5,31.94,Mercedes-Benz
Chevrolet Cruze LTZ,Chennai,2011,73000,Diesel,Manual,Third,18.3,1991,5,4.2,Chevrolet
Mahindra XUV500 W8,Ahmedabad,2015,72007,Diesel,Manual,First,15.1,2179,7,9.9,Mahindra
Mercedes-Benz New C-Class,Kochi,2014,56778,Petrol,Automatic,First,11.74,1796,5,15.46,Mercedes-Benz
Honda Jazz VX,Kochi,2018,20024,Petrol,Manual,First,18.2,1199,5,8.46,Honda
Toyota Etios G,Kolkata,2013,42103,Petrol,Manual,First,16.78,1496,5,3.25,Toyota
Maruti Alto LXi,Hyderabad,2012,67147,Petrol,Manual,First,19.7,796,5,2.6,Maruti
Maruti Swift VXI,Coimbatore,2016,37806,Petrol,Manual,First,20.4,1197,5,5.2,Maruti
Maruti A-Star Vxi,Pune,2009,85000,Petrol,Manual,Third,19,998,5,1.8,Maruti
Tata Nano Lx,Chennai,2011,35000,Petrol,Manual,First,25.4,624,4,1.6,Tata
Ford Figo Titanium,Kolkata,2015,72035,Diesel,Manual,First,25.5,1498,5,2.5,Ford
Fiat Linea Emotion,Jaipur,2011,48500,Petrol,Manual,First,16,1368,5,2.5,Fiat
Ford Figo Aspire,Coimbatore,2017,28854,Petrol,Manual,First,18.16,1196,5,6.7,Ford
Maruti Baleno LXI,Hyderabad,2005,92450,Petrol,Manual,First,15.4,1590,5,1.2,Maruti
BMW 3 Series,Coimbatore,2016,14351,Diesel,Automatic,First,18.88,1995,5,35.55,BMW
Chevrolet Cruze LTZ,Jaipur,2017,51087,Diesel,Manual,First,17.9,1998,5,7.75,Chevrolet
Mahindra Scorpio 2.6,Chennai,2005,50000,Diesel,Manual,First,12.7,2609,8,1.94,Mahindra
Tata Indica V2,Hyderabad,2016,73000,Diesel,Manual,First,25,1396,5,2.2,Tata
Chevrolet Cruze LTZ,Ahmedabad,2011,60000,Diesel,Automatic,First,18.1,1991,4,3.8,Chevrolet
Toyota Innova 2.5,Chennai,2016,50000,Diesel,Manual,First,12.8,2494,8,15.65,Toyota
Mercedes-Benz New C-Class,Coimbatore,2018,36797,Diesel,Automatic,First,19.27,2143,5,39.47,Mercedes-Benz
Maruti Ritz VXi,Kolkata,2011,50000,Petrol,Manual,Second,18.5,1197,5,1.5,Maruti
Toyota Innova 2.5,Ahmedabad,2013,94000,Diesel,Manual,First,12.8,2494,8,8.85,Toyota
Toyota Fortuner 4x4,Bangalore,2013,74000,Diesel,Manual,Second,12.55,2982,7,17.9,Toyota
Hyundai i10 Sportz,Coimbatore,2014,41016,Petrol,Automatic,Second,16.95,1197,5,5.08,Hyundai
Hyundai Verna 1.6,Bangalore,2012,67000,Diesel,Manual,First,22.32,1582,5,6.25,Hyundai
Audi Q3 2012-2015,Bangalore,2015,76927,Diesel,Automatic,First,15.73,1968,5,22.75,Audi
Chevrolet Beat LS,Kolkata,2010,17088,Petrol,Manual,First,18.6,1199,5,1.46,Chevrolet
Ford Fiesta 1.4,Pune,2007,112808,Diesel,Manual,Second,17.8,1399,5,2.05,Ford
Ford Figo Diesel,Coimbatore,2014,74980,Diesel,Manual,First,20,1399,5,4.08,Ford
Maruti Celerio VXI,Hyderabad,2014,44600,Petrol,Automatic,First,23.1,998,5,4.55,Maruti
Mercedes-Benz A Class,Mumbai,2013,37000,Diesel,Automatic,First,20,2143,5,14,Mercedes-Benz
Hyundai Creta 1.6,Ahmedabad,2016,21000,Petrol,Manual,First,15.8,1591,5,10.9,Hyundai
Maruti Wagon R,Bangalore,2010,81245,Petrol,Manual,First,18.9,998,5,2.45,Maruti
Mercedes-Benz E-Class 2009-2013,Delhi,2013,70000,Diesel,Automatic,First,10,2148,5,15.8,Mercedes-Benz
Ford EcoSport 1.5,Mumbai,2017,4018,Petrol,Manual,First,18.88,1499,5,8.25,Ford
Renault Koleos 2.0,Delhi,2013,70000,Diesel,Automatic,Second,13.73,1995,5,8.5,Renault
Mahindra XUV500 W10,Coimbatore,2016,56532,Diesel,Manual,First,16,2179,7,15.54,Mahindra
Maruti Omni E,Hyderabad,2013,26875,Petrol,Manual,First,16.8,796,8,2.35,Maruti
Maruti Wagon R,Coimbatore,2015,72599,Petrol,Manual,First,22.5,998,5,4.32,Maruti
